videoId,textDisplay,publishedAt,authorDisplayName,authorProfileImageUrl
EH6vE97qIP4,Satoshi is David Schwartz.,2022-01-21T21:27:31Z,Richard Reeves,https://yt3.ggpht.com/ytc/AKedOLQNagihirFCZPTX7lgOZ0OZAglcSso8GhBQPeza=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,Much appreciated thank you!,2022-01-21T14:17:17Z,EssiCrana,https://yt3.ggpht.com/Jw4b6jKT_EdCJIuj_QiRwM8EzYw83WUWbaNDOot2F8yKUZ1yx3VP4liiEKYk-4UM8sGzLAqbpg=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,Why isn't the whole stock market system using blockchain technology to insure that there are no market manipulation and creation of synthetic shares in the market.  As of now we know the hedge funds and stock market as a whole has no clue how many shares are actually being exchanged.  This is different than knowing how many are in the float.  When the float is traded over and over again....it should flag a margin call across the board.,2022-01-21T03:17:41Z,Heroes of Mormon,https://yt3.ggpht.com/ytc/AKedOLTCX9WQRZ2ubWQE1-uivZLlo_Xce2ukLSWCl65ztg=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,Why is there applause...,2022-01-20T19:25:17Z,James Coleman,https://yt3.ggpht.com/ytc/AKedOLRxcb8gNSoYq0ov0IjvWB-cPFa578hfCmznZK573g=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,".
(For reminder)",2022-01-19T22:01:05Z,Sagar Budhathoki,https://yt3.ggpht.com/ytc/AKedOLTxqtPnvpIxDIgxVghJmjZifxu_1DhohgFhCzRS8w=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,Papa John's,2022-01-18T18:13:02Z,jamarr mackall,https://yt3.ggpht.com/ytc/AKedOLSbJ_SGt7owboNjk6QxVy8704NF7r8vYRkzoBNiZA=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,It's balloony from Phineas and Ferb,2022-01-18T14:28:50Z,TH Alpha,https://yt3.ggpht.com/ytc/AKedOLTkVpCB-ESMTJWrMK7inKRnX_sAAhICPHcPJtRp7Q=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,thank you,2022-01-18T12:20:56Z,Farhan,https://yt3.ggpht.com/ytc/AKedOLTdfu20k_8wThqO_7fHrMETo4IEgFUeA2ytcwDcew=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,This content is a blessing,2022-01-18T08:16:17Z,Jo,https://yt3.ggpht.com/ytc/AKedOLSg50z44N6i9c_3ltT9leF7mYbzhqP1j03DgC5-=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,"For me now, crypto trading is the main direction in life. I think the economy is imperfect and we need new influences. I think that a stable coin plays an important role in supporting cryptocurrencies, for example, Tether.",2022-01-18T07:25:23Z,Jose Walker,https://yt3.ggpht.com/H8VDCRcoc0Dl7Y67-L5fyQ3T2xmN98F1zsTFN-AJ0QsgbGI3dBkYJhPDcZqQpNpUPfN9uxIriw=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,"Great lecturer, personable, informative and well versed, looking forward to the rest of them!",2022-01-17T19:44:56Z,Martin Reid,https://yt3.ggpht.com/ytc/AKedOLRFimGzuyqee1p04U3TYR9RLAUY9FP1VhBNOrcn=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,G.,2022-01-16T19:53:41Z,John St Fleur,https://yt3.ggpht.com/ytc/AKedOLQWiQvDUvPjw497s7PpvAZiHWK06J25fZi4mA=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,Have a great video,2022-01-16T16:24:08Z,Tanmoy Dutta,https://yt3.ggpht.com/ytc/AKedOLRN5kGXt8rVRayMdAkIHuq8QzcTjEvinIn2zyudNyJQl6AIUpNYnV5RisnHa04s=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,Appreciate it!,2022-01-16T06:07:20Z,"Vladislav Maksovich Portnov, MBA",https://yt3.ggpht.com/ytc/AKedOLQQMzOnzxz-fUtRuqjpPqd8Inr25T39reGETKEOrg=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,Thank you MIT and Prof. Gary Gensler for this lecture,2022-01-15T19:36:04Z,Jo,https://yt3.ggpht.com/ytc/AKedOLSg50z44N6i9c_3ltT9leF7mYbzhqP1j03DgC5-=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,Fabulous!,2022-01-15T19:07:45Z,"Vladislav Maksovich Portnov, MBA",https://yt3.ggpht.com/ytc/AKedOLQQMzOnzxz-fUtRuqjpPqd8Inr25T39reGETKEOrg=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,I’m in the wrong major :’(,2022-01-15T05:56:40Z,Joaquin G.,https://yt3.ggpht.com/ytc/AKedOLRnmdSYnOFJWCmQq3y_nziE-Un6qqeFaEH-AA=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,Now that his head of SEC he seems to be completely against it and trying to regulate it all... someone who use to be so inspired and thought of it as an amazing technology,2022-01-13T23:28:11Z,CoachCrypto,https://yt3.ggpht.com/Vyi-1vPLQXB_DuOY1800aH0onPSn--Y7rTeHWbYMghU-DmdJGdBxph2r99XzDu4WtO9oHmCB=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,Ripple vs SEC reaction: https://youtu.be/JKsBW1npH-s,2022-01-13T13:02:38Z,Hlux,https://yt3.ggpht.com/SSqaZx7EASNuUD5VI9n-kv27A5JPvgCRX3A0o8f-F72E3zpVpLSnXc51JQlOecthijOf2n95mA=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,I clapped too at the end!,2022-01-13T08:07:02Z,Mansi Babbar,https://yt3.ggpht.com/ytc/AKedOLTmKW_hBPxwUfvXC5VyikL2qvwkmJTU0do8BQZE5rc=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,Alin was the biggest bear in this lecture and hes surely eating his words right now lol,2022-01-12T17:59:19Z,Ligma Balls,https://yt3.ggpht.com/ytc/AKedOLSNYSnJGJJbFsJDvVk_VRUtmsPW7B2KpuzjhydwzbcQ8mBdlVOuwMnjX0zZZYXw=s48-c-k-c0x00ffffff-no-rj
EH6vE97qIP4,This guy is an amazing lecturer and what a pedigree! Lucky MBA students.,2022-01-11T23:44:40Z,RIK,https://yt3.ggpht.com/ytc/AKedOLR86k9fnKdrgBT7IkmfjRB6IA9SBXuM2xeGIxjn=s48-c-k-c0x00ffffff-no-rj
